mmsi,0
440800014,1405
338199855,1392
367616260,1388
367458840,1376
368311450,1374
366207650,1371
368091590,1367
368179250,1367
367307320,1364
368139280,1362
367002210,1361
367653630,1360
303829064,1359
367331730,1359
367029960,1353
367513160,1351
338358775,1347
367380280,1347
366932120,1346
368055920,1344
367529030,1343
367517760,1342
368039240,1342
367182120,1342
368102360,1341
368039230,1341
367481670,1341
368218350,1340
369970657,1340
369970377,1340
368048120,1340
367456350,1340
338494100,1340
367546860,1340
368330960,1339
367450580,1339
367547090,1339
367481570,1339
505187000,1339
368161580,1338
366993020,1338
367504950,1338
368165260,1338
366952790,1337
367664510,1337
367306940,1337
367155110,1337
367309480,1337
367170860,1336
368257130,1336
367638480,1336
368315650,1335
367084010,1335
368262250,1335
367564470,1334
368323130,1334
367057930,1334
368039750,1334
368084470,1334
367481660,1334
367156340,1333
368055550,1333
368149110,1333
368231430,1332
367475510,1332
366970780,1332
367471450,1332
367319430,1332
368230810,1331
367432180,1331
360000000,1331
367549430,1331
368006860,1331
367399880,1331
368106220,1330
367354540,1330
366986310,1330
367552120,1330
366935020,1330
367081140,1330
368177590,1330
367599850,1329
367047270,1329
366967670,1329
367532880,1329
367012640,1329
366961540,1329
367719770,1328
267188530,1328
368142750,1328
368233270,1328
367504960,1328
368157130,1328
366988580,1327
366986320,1327
366963340,1327
367481620,1327
338199061,1327
368102270,1327
368063940,1327
367151460,1326
367613760,1326
367739320,1326
367533940,1326
367719730,1326
367327970,1325
368121820,1325
368102380,1325
367403580,1325
367728730,1325
367073370,1325
367779120,1325
368117020,1325
367642490,1324
367501660,1324
368083770,1324
368063310,1324
367777960,1323
366986380,1323
367789370,1323
367102030,1323
366997940,1323
368019970,1323
367433620,1323
367549670,1323
368222890,1322
367561430,1322
368073550,1322
367004570,1322
367732690,1322
368176430,1322
367311640,1322
368129980,1321
368370970,1321
366990010,1321
367004760,1321
367455140,1321
367502170,1320
367512520,1320
367504890,1320
366997220,1320
368213040,1320
367309210,1320
367143910,1320
366979150,1320
367637970,1320
367050250,1319
366997730,1319
367074940,1319
367007770,1319
367744120,1319
366954120,1319
636092778,1319
366998110,1319
367057390,1319
367631990,1319
367057860,1318
367546880,1318
366959350,1318
367702010,1318
367710320,1318
367388170,1318
366799090,1318
368102370,1317
367509510,1317
367731330,1317
368264040,1317
368041480,1317
367343510,1317
367530760,1317
367482970,1317
368013770,1317
367056060,1316
367524420,1316
368070660,1316
366997750,1316
367481550,1315
367765950,1315
367012670,1315
367314830,1315
366920840,1315
367366340,1315
368059440,1314
367615770,1314
367539060,1314
368247290,1314
367702490,1314
367031390,1314
367049010,1314
366999514,1313
368006020,1313
366963460,1313
367580880,1313
366744020,1313
366984960,1313
367057450,1312
366935420,1312
366919210,1312
367325760,1311
366953920,1311
367721310,1311
366961280,1311
367550490,1311
367528110,1310
367103180,1310
367767410,1310
368269380,1310
368010320,1309
316001213,1309
367680160,1309
367162750,1309
258953000,1309
368169220,1308
367614940,1308
368139660,1308
367012660,1308
367456840,1307
367670110,1307
367162740,1307
368348470,1307
366996040,1307
367702130,1307
368119110,1307
367752120,1306
367374630,1306
367057410,1306
367720690,1306
367373630,1306
367388280,1306
366772780,1305
367335830,1305
311000361,1305
368061040,1304
367757270,1304
367003870,1304
366264360,1304
316031773,1304
368103560,1304
367597250,1303
367774000,1303
366973590,1302
367539920,1302
367384780,1302
367764520,1302
367728750,1302
368031660,1302
367189940,1302
367465980,1301
367313850,1301
367075110,1301
366709770,1301
367702040,1301
368278220,1301
367318730,1301
314789000,1301
367767860,1301
255915622,1300
367008680,1300
367690950,1300
368286850,1300
368683000,1300
366995360,1300
367347130,1300
368091250,1300
368252160,1300
368396216,1299
367047180,1299
367047170,1299
367772180,1299
368177010,1299
368121540,1299
367522850,1299
368285070,1299
367057380,1299
368144320,1299
366772760,1298
368194250,1298
367560590,1298
368276480,1298
367706830,1297
368130840,1297
366995590,1297
367015830,1297
367744130,1297
367098070,1297
368276970,1296
367002380,1296
367710250,1296
366983110,1296
367437420,1296
367781550,1296
367755970,1296
316011710,1296
367431640,1296
368082340,1296
367474360,1296
367653530,1296
212215000,1295
369850000,1295
367767850,1295
367101920,1295
367744140,1295
367135070,1295
367702780,1295
367777460,1295
303682000,1295
367182630,1295
303589000,1295
368341960,1295
368286810,1294
367137180,1294
366740280,1294
316036228,1294
367129500,1294
366968740,1294
368250030,1294
367457250,1294
367002660,1294
367145870,1294
368150680,1294
367712660,1293
368216230,1293
367318750,1293
367444220,1293
368217490,1293
366995450,1293
368306280,1293
367479990,1293
367740820,1293
367001830,1293
366997760,1292
367000110,1292
368202480,1292
366995810,1292
368243880,1292
366991790,1292
367468960,1292
367088880,1292
367301450,1291
367505770,1291
366996910,1291
366995370,1291
367425950,1291
366772750,1291
367017960,1291
367169710,1291
367560890,1291
366553750,1291
368348110,1290
367120230,1290
368224850,1290
367338430,1290
367702920,1290
368158770,1290
368214730,1290
367649320,1290
369234000,1290
366919770,1290
368088330,1290
367581680,1289
368312320,1289
367597350,1289
367157090,1289
368056750,1289
368150730,1289
368202070,1289
367448060,1289
366772960,1289
367518250,1289
368351530,1289
367431550,1289
367702550,1288
366408250,1288
367115000,1288
367352240,1288
367588580,1288
367379910,1288
367728690,1288
367505870,1287
366989480,1287
367309870,1287
304972000,1287
367541690,1287
367628230,1287
368225760,1287
367594490,1287
368034940,1287
367681480,1286
366823870,1286
368336020,1286
367393030,1286
366981080,1286
368056120,1286
367458670,1286
366902570,1286
366961250,1286
367077220,1286
368330600,1285
338533000,1285
366677000,1285
367387230,1285
367057310,1285
367480070,1285
368332760,1285
367002070,1285
368756000,1285
368098000,1284
367138710,1284
367005180,1284
367633230,1284
368334430,1284
367744620,1284
367001570,1284
368328620,1284
368256040,1284
366996790,1283
366896250,1283
368184080,1283
367063240,1283
367014440,1283
368141510,1283
366961230,1283
367151850,1283
367796610,1283
368113990,1283
368077830,1283
368289320,1283
367596190,1283
366995670,1283
367015670,1283
367114880,1283
367334360,1282
367702340,1282
368103510,1282
367702470,1282
367352250,1282
368926001,1282
368173440,1282
367770270,1282
367703560,1282
367478440,1282
367702560,1282
368036960,1281
367639270,1281
368027230,1281
367091050,1281
367685950,1281
367362460,1281
367041150,1281
255806498,1281
366994190,1281
219456000,1281
368175520,1281
368331910,1280
366759130,1280
367479650,1280
367493020,1280
368155390,1280
367505510,1280
367787670,1280
367120550,1280
367574880,1280
367741510,1280
367006810,1280
366952870,1279
367548230,1279
367689760,1279
256240000,1279
367702440,1279
368136920,1279
367003630,1279
366977480,1279
368165580,1279
367537450,1279
366997930,1279
367428170,1279
367057830,1279
368353080,1279
367091120,1279
367679550,1278
367179990,1278
311475000,1278
367526590,1278
367156850,1278
366963030,1278
367704590,1278
368115030,1278
367512630,1278
366997840,1278
367532810,1278
367570840,1278
368169710,1277
366984940,1277
368103470,1277
367165130,1277
368092840,1277
368208250,1277
367378120,1277
368310270,1277
367186340,1277
367702240,1276
367702430,1276
367075190,1276
368006670,1276
368200390,1276
367819000,1276
367535290,1276
367555480,1276
368302990,1276
367439810,1276
368926350,1276
367313240,1275
338454000,1275
367579920,1275
366998130,1275
366951240,1275
366946840,1275
367584510,1275
367004850,1275
